,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,SpendingScore,Family,Exited
1106,15569423,731,South,Male,41,4,0,2,98117000,14,Married,0
1107,15616666,646,Mid,Female,52,6,2458267000,2,300816000,64,Single,0
1108,15623346,820,North,Male,36,4,0,2,138260000,81,Married,0
1109,15723872,589,South,Female,46,10,0,2,740825000,80,Single,0
1110,15624892,712,Mid,Male,37,7,2067537000,2,266868000,27,Single,0
1111,15605826,652,Mid,Male,46,10,2663404000,3,666520000,96,Single,0
1112,15686588,777,North,Female,28,2,2960573000,1,520579000,29,Single,0
1113,15640268,652,South,Male,71,4,0,1,528471000,7,Single,0
1114,15656865,613,Mid,Male,69,9,1733127000,1,38507000,51,Single,0
1115,15679642,695,South,Male,44,8,0,2,312286000,62,Married,0
1116,15685997,838,South,Female,39,5,3668146000,2,62830000,99,Single,0
1117,15613880,591,South,Male,58,5,2826311000,1,603920000,21,Single,0
1118,15724402,770,North,Female,30,8,0,2,442451000,41,Married,0
1119,15688157,683,Mid,Female,39,2,1049080000,2,378486000,36,Single,0
1120,15638963,678,North,Female,22,4,3846764000,1,123856000,95,Married,0
1121,15646366,521,Mid,Male,41,8,2652904000,1,90161000,58,Single,0
1122,15663441,700,Mid,Female,40,4,3268564000,1,835239000,90,Single,0
1123,15635459,667,Mid,Female,27,3,2334563000,2,16169000,66,Single,0
1124,15603880,519,Mid,Male,38,1,2511116000,1,268348000,30,Single,0
1125,15703059,549,Mid,Female,49,6,2746242000,1,411626000,6,Married,0
1126,15761477,501,Mid,Male,24,4,2877741000,2,353061000,46,Single,0
1127,15628767,608,South,Female,63,3,3069658000,2,773063000,48,Married,0
1128,15691111,648,Mid,Female,42,8,2683572000,2,17719000,97,Single,0
1129,15605965,630,North,Male,43,9,0,2,151087000,19,Single,0
1130,15783865,622,North,Male,59,5,2626368000,1,265889000,87,Single,1
1131,15733888,668,South,Female,36,3,2941103000,1,840217000,35,Single,0
1132,15714260,646,North,Female,38,2,0,2,786512000,55,Single,0
1133,15752375,645,Mid,Male,33,8,3290421000,1,659621000,38,Married,0
1134,15654156,722,Mid,Female,32,5,2349768000,1,338794000,44,Single,0
1135,15759290,620,South,Male,29,9,0,2,57789000,6,Married,0
1136,15599329,697,North,Female,49,7,4295242000,4,576768000,60,Single,0
1137,15706163,518,Mid,Male,46,4,2499770000,1,408001000,92,Single,1
1138,15658577,629,North,Female,37,10,2190018000,3,110603000,48,Single,0
1139,15681697,508,North,Male,31,8,1595913000,1,571134000,43,Married,1
1140,15647975,651,Mid,Male,26,5,3234821000,1,623758000,15,Married,0
1141,15660878,705,North,Male,92,1,2773677000,2,151522000,88,Single,0
1142,15677336,557,Mid,Male,57,1,2640949000,1,582431000,88,Single,1
1143,15813159,526,North,Male,52,8,2058990000,1,93406000,67,Single,0
1144,15586970,695,Mid,Male,52,8,2266512000,1,98937000,39,Single,0
1145,15637891,613,Mid,Female,43,4,3094997000,1,88590000,5,Single,0
1146,15729377,798,North,Male,36,1,0,2,699794000,74,Single,0
1147,15778604,571,North,Female,47,7,0,2,494415000,85,Single,0
1148,15580953,544,North,Male,30,4,1610816000,1,557905000,68,Single,1
1149,15689168,531,South,Male,37,1,3154960000,2,371371000,78,Single,0
1150,15634896,521,North,Female,39,6,0,2,120451000,66,Married,0
1151,15754342,597,Mid,Female,60,1,1727876000,1,213413000,42,Single,0
1152,15693347,676,North,Female,32,5,0,2,332048000,36,Single,0
1153,15605215,767,North,Male,48,9,0,2,772016000,39,Single,0
1154,15761043,632,Mid,Female,38,6,1904535000,2,431600000,11,Single,0
1155,15626412,499,South,Male,39,6,0,2,358200000,15,Married,0
1156,15776558,673,North,Male,31,1,2383595000,1,170729000,15,Single,0
1157,15578375,628,North,Male,39,6,0,2,591543000,9,Married,0
1158,15652700,539,North,Male,39,6,0,2,381777000,27,Married,0
1159,15795298,573,Mid,Female,35,9,4551113000,2,453139000,77,Married,0
1160,15809263,729,Mid,Male,29,5,2412883000,1,112413000,48,Single,1
1161,15704770,773,North,Male,25,1,2739721000,2,51584000,92,Married,0
1162,15721592,665,North,Female,38,5,0,2,688334000,49,Single,0
1163,15790594,535,North,Female,27,6,0,2,219013000,32,Married,0
1164,15608541,498,North,Male,46,1,2020869000,1,448601000,39,Married,0
1165,15639303,589,Mid,Male,48,5,2774455000,1,589429000,54,Single,0
1166,15706128,632,North,Female,21,1,0,2,369638000,15,Married,0
1167,15633352,628,North,Female,31,6,3859763000,1,497936000,6,Married,0
1168,15798834,719,South,Female,32,7,0,1,335563000,59,Single,0
1169,15682860,769,South,Male,38,6,0,2,459333000,64,Married,1
1170,15621611,742,Mid,Male,55,5,3414316000,1,533314000,33,Single,0
1171,15776096,606,South,Male,34,3,3554589000,1,840735000,36,Single,0
1172,15713578,483,North,Female,50,9,0,2,488489000,63,Married,0
1173,15734711,373,North,Male,42,7,0,1,342260000,66,Married,0
1174,15812482,575,North,Male,27,3,3064637000,1,439314000,91,Single,1
1175,15583026,535,North,Female,38,1,2990225000,1,353873000,10,Single,0
1176,15584899,617,North,Female,35,5,0,2,57492000,62,Single,0
1177,15625445,572,North,Female,36,8,1503660000,2,221761000,53,Single,0
1178,15650454,641,North,Male,57,5,0,2,538776000,30,Married,0
1179,15651958,756,North,Male,27,8,0,2,694904000,76,Married,1
1180,15795738,789,North,Male,31,4,3860497000,1,760465000,99,Single,0
1181,15598086,624,North,Female,45,3,1510071000,1,739210000,2,Single,0
1182,15774104,539,South,Male,39,2,0,2,212036000,22,Single,0
1183,15658716,667,Mid,Female,37,5,2027770000,3,783668000,42,Married,0
1184,15626012,459,North,Male,26,4,3297353000,1,220071000,37,Single,0
1185,15668323,678,North,Female,41,1,3155759000,1,865138000,46,Married,0
1186,15589643,684,South,Female,41,7,0,1,608935000,33,Married,0
1187,15621457,850,North,Male,27,6,2126404000,2,672057000,97,Single,0
1188,15734917,708,Mid,Male,21,3,2947436000,2,221294000,18,Single,0
1189,15669656,632,North,Male,32,6,2454965000,1,749685000,80,Single,0
1190,15797475,720,North,Male,44,3,1894250000,1,792593000,100,Single,0
1191,15756472,804,North,Male,25,7,2384727000,1,564419000,17,Single,0
1192,15745533,799,North,Female,63,1,2426913000,2,164842000,58,Single,0
1193,15766826,824,North,Male,26,7,3217852000,1,96376000,78,Single,0
1194,15674433,636,Mid,Female,28,2,2535833000,1,843163000,31,Single,0
1195,15728885,808,North,Male,41,1,0,1,351511000,27,Single,0
1196,15810711,684,Mid,Male,37,4,3046481000,2,230416000,69,Single,0
1197,15709232,586,Mid,Female,47,5,3456188000,2,288120000,59,Single,0
1198,15621267,637,North,Male,32,5,0,1,654584000,51,Single,0
1199,15733797,506,North,Male,36,5,0,2,722715000,71,Married,0
1200,15624229,694,North,Female,22,4,0,2,50713000,21,Single,1
1201,15711750,711,North,Female,34,6,0,2,771366000,78,Married,0
1202,15703437,726,North,Male,34,3,0,2,863669000,41,Single,0
1203,15718064,635,South,Male,29,2,0,2,515565000,28,Single,0
1204,15791045,568,North,Female,38,3,2924942000,1,547740000,83,Single,0
1205,15614635,582,North,Male,52,2,3332073000,1,179932000,40,Married,0
1206,15616213,555,Mid,Female,51,9,3040719000,1,874347000,53,Married,0
1207,15741554,746,South,Male,31,2,2504398000,1,769188000,94,Married,0
1208,15761692,594,North,Male,40,9,2693178000,2,839884000,96,Single,0
1209,15619529,531,South,Male,27,8,2916678000,1,31781000,48,Single,0
1210,15745232,759,North,Female,39,6,0,2,618190000,47,Single,0
1211,15652469,699,North,Male,27,1,0,2,409214000,2,Single,0
1212,15689614,687,South,Female,63,1,3029745000,1,166930000,98,Single,0
1213,15665629,719,South,Female,33,7,0,2,88073000,8,Single,0
1214,15747288,838,South,Female,40,6,1356766000,1,662901000,6,Single,0
1215,15788480,786,Mid,Female,33,1,2691163000,1,152734000,41,Single,0
1216,15727919,671,South,Female,29,6,0,2,53014000,79,Single,0
1217,15746139,596,North,Male,33,2,3067937000,1,277825000,49,Single,0
1218,15665811,644,North,Male,33,9,3107170000,1,420961000,54,Single,0
1219,15624641,740,South,Male,43,9,0,1,876879000,75,Single,0
1220,15674932,757,South,Female,44,9,0,2,781127000,96,Married,0
1221,15574947,656,North,Male,36,8,2151294000,2,94505000,16,Married,1
1222,15793196,759,North,Male,41,9,0,2,837294000,1,Single,0
1223,15594878,661,South,Female,41,5,617825000,1,306180000,14,Single,0
1224,15783025,723,Mid,Male,37,3,2082554000,2,533454000,5,Single,0
1225,15800688,495,South,Female,42,7,0,2,573780000,88,Single,1
1226,15735263,736,North,Male,27,5,1133501000,1,845380000,20,Married,0
1227,15694321,619,North,Female,28,3,0,2,234934000,48,Single,0
1228,15626983,605,South,Female,48,6,0,2,176277000,74,Single,0
1229,15593736,598,Mid,Female,46,7,2898919000,1,813913000,63,Single,1
1230,15805025,636,North,Female,45,7,3076903000,1,476971000,62,Single,0
1231,15579526,551,North,Male,42,1,1104281000,1,102958000,96,Married,0
1232,15606436,500,South,Male,38,7,0,2,844858000,35,Single,1
1233,15812766,490,South,Male,40,6,3434444000,1,839912000,75,Single,0
1234,15733114,552,South,Male,45,9,0,2,117711000,38,Single,0
1235,15613216,639,South,Female,39,1,3119361000,1,406806000,57,Single,1
1236,15697310,559,Mid,Female,28,3,3349826000,1,282666000,61,Single,0
1237,15715769,621,North,Male,26,2,1655226000,1,194570000,30,Married,0
1238,15619653,666,North,Male,47,2,0,1,154207000,76,Married,0
1239,15778489,780,Mid,Male,71,9,3136106000,2,539030000,81,Married,0
1240,15736533,730,Mid,Female,37,5,2729167000,1,521803000,23,Married,0
1241,15744423,561,North,Male,32,5,0,2,373437000,99,Single,0
1242,15641595,685,South,Male,43,4,2142628000,2,193410000,98,Married,1
1243,15730460,722,North,Male,37,2,0,1,531990000,74,Married,1
1244,15683168,572,North,Female,30,6,0,1,770111000,11,Married,0
1245,15589715,584,North,Female,66,5,0,1,218035000,67,Married,1
1246,15620268,634,Mid,Male,43,3,4679319000,1,507183000,22,Single,0
1247,15802869,737,Mid,Female,45,2,2181733000,2,346064000,88,Married,0
1248,15771211,668,North,Male,38,10,1913515000,1,163217000,94,Married,0
1249,15647311,608,South,Female,41,1,1843773000,1,495187000,47,Single,0
1250,15570299,584,Mid,Female,31,6,3357691000,1,436915000,55,Single,1
1251,15736420,596,North,Male,21,3,4629528000,2,868110000,5,Single,0
1252,15730038,706,North,Female,23,5,0,1,722165000,49,Single,0
1253,15760880,513,North,Male,29,10,0,2,112265000,22,Single,0
1254,15694160,624,North,Male,37,1,0,2,493260000,65,Single,0
1255,15755649,584,Mid,Male,47,7,2871853000,1,408830000,63,Married,0
1256,15739438,539,North,Male,30,1,0,2,708311000,41,Married,0
1257,15773242,621,North,Male,32,1,0,2,742630000,24,Married,0
1258,15701280,576,North,Male,24,3,0,1,345391000,23,Married,0
1259,15579548,735,South,Male,36,5,0,2,462670000,59,Single,0
1260,15760924,575,South,Male,41,2,2201373000,1,555752000,73,Single,1
1261,15636756,545,North,Male,23,2,0,2,834298000,4,Single,0
1262,15635197,640,Mid,Male,26,5,1988861000,1,14514000,35,Single,1
1263,15712777,482,North,Male,38,4,2749476000,1,157732000,21,Single,0
1264,15677369,554,Mid,Female,37,4,1289859000,1,800970000,88,Married,0
1265,15645136,744,South,Male,30,1,2817433000,1,534712000,95,Married,0
1266,15677052,589,North,Female,59,2,0,2,555105000,60,Single,0
1267,15572182,505,Mid,Female,33,3,2343149000,3,199961000,80,Married,0
1268,15789498,562,North,Male,30,3,2444195000,2,618861000,6,Married,1
1269,15647207,609,North,Male,26,7,0,2,433242000,100,Single,1
1270,15693018,678,Mid,Male,23,5,2542402000,1,403188000,58,Single,0
1271,15630244,457,North,Male,40,10,2955045000,2,663332000,2,Married,0
1272,15673529,645,South,Male,36,4,1317665000,2,193598000,70,Single,0
1273,15677522,593,North,Male,33,1,0,2,43931000,3,Married,0
1274,15584967,596,South,Male,57,6,0,2,318569000,28,Married,0
1275,15791279,701,North,Male,40,5,3734338000,1,675565000,86,Married,0
1276,15588090,726,Mid,Female,51,8,2364887000,2,620127000,47,Married,0
1277,15798895,525,North,Female,59,6,1217225000,1,366708000,37,Married,0
1278,15777873,628,North,Female,31,5,0,1,651038000,17,Single,0
1279,15662063,746,North,Male,36,7,3132817000,1,851130000,76,Married,0
1280,15656293,786,North,Male,35,3,0,2,407937000,18,Single,0
1281,15807993,588,Mid,Female,30,1,2423267000,1,25480000,69,Married,1
1282,15777046,580,North,Female,39,9,2823977000,1,378598000,59,Single,0
1283,15651740,525,South,Female,30,5,0,2,656460000,15,Single,0
1284,15726250,508,North,Female,38,3,3659230000,2,99502000,64,Single,0
1285,15747130,521,North,Male,39,7,0,2,2876000,20,Single,0
1286,15679743,607,North,Female,33,8,2008638000,1,575628000,13,Single,0
1287,15608328,760,South,Female,41,6,0,2,446561000,91,Single,1
1288,15654074,653,North,Male,38,8,2624947000,1,662061000,35,Married,0
1289,15766064,559,North,Male,33,9,2443321000,2,485636000,94,Married,1
1290,15654733,794,Mid,Male,57,3,2575242000,1,410682000,23,Single,0
1291,15599078,619,Mid,Female,41,5,2034287000,1,168390000,80,Single,0
1292,15776824,714,North,Male,28,6,2699936000,1,295052000,75,Married,0
1293,15757933,733,Mid,Female,30,1,2253960000,1,94851000,72,Single,0
1294,15572158,604,South,Male,41,3,0,1,52007000,67,Married,0
1295,15571059,734,North,Female,54,3,0,1,575544000,24,Single,0
1296,15803032,599,Mid,Male,38,9,1960456000,1,691854000,25,Married,0
1297,15747534,595,North,Male,46,10,0,1,323352000,15,Single,0
1298,15586914,659,North,Male,36,6,2724513000,2,426065000,84,Single,0
1299,15622442,619,North,Male,29,5,0,2,854964000,16,Single,1
1300,15603156,571,North,Female,33,1,0,2,452103000,86,Single,0
1301,15573854,727,North,Male,62,5,0,2,170073000,9,Single,0
1302,15802009,770,North,Female,33,6,0,2,554980000,40,Single,1
1303,15719827,767,North,Male,36,3,0,1,286648000,1,Married,0
1304,15780215,636,North,Male,31,6,0,2,10483000,73,Single,0
1305,15571550,699,North,Male,39,9,0,1,356241000,4,Married,0
1306,15767488,680,South,Male,36,7,0,2,88481000,86,Single,0
1307,15801699,436,South,Male,43,5,0,2,157025000,41,Single,0
1308,15675190,623,North,Male,21,3,0,2,597746000,54,Single,0
1309,15744279,680,South,Female,58,8,0,2,289117000,14,Married,0
1310,15713637,699,North,Male,34,2,2584311000,1,815001000,47,Married,1
1311,15595447,613,South,Male,39,8,2600431000,1,102589000,18,Married,0
1312,15703707,656,North,Male,44,10,3158573000,1,560754000,72,Single,0
1313,15587676,699,North,Male,30,9,0,1,475913000,56,Single,0
1314,15795881,776,South,Male,35,8,2340036000,1,653521000,40,Married,0
1315,15672299,510,North,Male,44,6,0,2,772281000,22,Married,0
1316,15624695,662,South,Female,72,7,3086638000,1,788738000,64,Married,0
1317,15594039,599,South,Male,42,6,0,2,501021000,49,Single,0
1318,15589230,612,North,Female,63,2,2782413000,1,649201000,6,Single,0
1319,15799350,632,North,Male,41,1,2334958000,1,464510000,90,Single,0
1320,15726832,850,Mid,Male,61,3,3119248000,1,405037000,79,Single,0
1321,15631436,564,North,Male,35,4,0,1,699325000,25,Married,1
1322,15707011,495,North,Male,47,10,3029019000,1,312714000,38,Single,1
1323,15768193,585,Mid,Male,36,5,3213121000,2,380268000,37,Married,0
1324,15714586,646,South,Female,42,3,2196402000,1,100802000,78,Single,0
1325,15607040,593,South,Female,38,4,1952202000,2,294888000,72,Single,0
1326,15735221,697,North,Female,42,10,0,2,269773000,7,Single,0
1327,15736534,742,Mid,Male,33,1,3996443000,1,473739000,30,Single,0
1328,15719479,619,South,Female,56,7,0,2,186746000,58,Single,0
1329,15720071,535,North,Female,49,3,0,1,272010000,61,Married,0
1330,15732175,776,North,Male,37,2,0,1,35486000,71,Married,1
1331,15664752,606,Mid,Male,39,8,2992010000,2,139518000,32,Single,0
1332,15752953,634,North,Male,45,9,0,2,77540000,20,Married,1
1333,15605698,746,North,Male,58,3,0,3,353518000,5,Married,0
1334,15594594,546,South,Male,42,7,3059551000,1,382558000,55,Married,0
1335,15610594,644,North,Female,37,8,0,2,92263000,49,Married,0
1336,15736963,623,North,Male,43,1,0,2,644069000,98,Married,0
1337,15716334,850,South,Female,45,2,2690847000,1,85723000,17,Single,0
1338,15576124,582,North,Male,41,1,890753000,1,565527000,48,Married,0
1339,15631721,691,Mid,Male,38,9,3607245000,2,455450000,5,Single,0
1340,15745250,850,North,Male,58,8,3446347000,1,113957000,20,Single,0
1341,15634936,735,North,Male,41,7,3957888000,1,603596000,93,Single,0
1342,15651627,628,Mid,Male,39,1,2537506000,1,473767000,97,Single,0
1343,15636977,507,Mid,Male,36,9,2600715000,3,524084000,67,Married,1
1344,15800434,811,Mid,Male,52,10,1692139000,1,643983000,49,Married,1
1345,15699415,618,North,Female,46,6,3304702000,1,530941000,29,Married,0
1346,15794236,642,Mid,Male,22,4,2459875000,2,805400000,51,Married,0
1347,15603594,635,South,Male,24,4,0,2,310943000,85,Married,0
1348,15802758,594,Mid,Female,23,4,2304584000,2,249729000,66,Single,0
1349,15634501,441,North,Male,60,1,3093511000,1,767277000,67,Single,0
1350,15756655,632,North,Female,34,2,0,2,727696000,84,Married,1
1351,15594133,697,South,Male,62,7,0,1,568428000,57,Married,0
1352,15585241,756,South,Male,29,2,2583068000,2,21511000,55,Single,0
1353,15748499,550,Mid,Male,33,4,2604820000,1,61598000,43,Single,0
1354,15727041,624,North,Male,71,7,0,2,478904000,38,Divorced,0
1355,15723013,613,Mid,Male,28,7,1686441000,2,816126000,74,Married,0
1356,15582616,520,North,Female,38,4,0,2,248110000,88,Single,0
1357,15771323,480,South,Male,39,5,2675792000,1,362728000,39,Single,0
1358,15743570,481,North,Female,34,5,0,2,551115000,30,Single,0
1359,15725698,520,South,Female,35,4,2544978000,1,397235000,85,Single,0
1360,15753955,639,South,Male,34,7,3298681000,2,689255000,94,Single,0
1361,15798429,741,North,Male,29,8,0,2,510376000,5,Single,0
1362,15692226,705,North,Female,31,3,3143921000,1,255794000,99,Married,0
1363,15622507,748,Mid,Female,40,3,2276980000,2,167874000,86,Married,0
1364,15749345,468,North,Female,22,1,1679010000,1,857046000,4,Married,0
1365,15685536,552,North,Female,34,5,0,2,5946000,21,Single,0
1366,15616471,599,South,Male,51,1,0,1,771038000,48,Single,1
1367,15672145,534,North,Female,34,7,2674135000,2,308788000,43,Married,0
1368,15628936,692,South,Male,28,9,2616792000,1,70683000,55,Married,1
1369,15737888,850,South,Female,43,2,2761238000,1,347970000,3,Single,1
1370,15607312,648,South,Female,49,10,0,2,703277000,8,Single,0
1371,15752409,553,North,Male,31,6,0,2,548225000,94,Single,0
1372,15696826,633,North,Female,32,1,2288030000,1,161228000,10,Single,0
1373,15647546,688,Mid,Female,40,8,3314954000,2,863396000,5,Single,0
1374,15773751,597,North,Female,29,1,2907176000,1,695580000,29,Married,0
1375,15648681,747,North,Female,47,5,3078121000,4,571844000,92,Married,0
1376,15700366,669,North,Male,39,3,2627945000,1,754932000,7,Single,0
1377,15705899,597,South,Male,35,1,2805242000,1,683568000,72,Single,0
1378,15809722,611,North,Female,40,8,2217871000,2,648376000,99,Married,0
1379,15609521,803,Mid,Male,34,4,3144442000,2,505426000,12,Married,0
1380,15639277,678,North,Female,41,9,0,1,57904000,47,Married,0
1381,15627517,497,South,Male,27,7,3286806000,1,737098000,1,Single,0
1382,15748936,709,South,Female,45,2,0,2,716860000,88,Married,0
1383,15664668,534,North,Female,42,9,3185643000,1,54927000,32,Single,0
1384,15807008,614,Mid,Female,35,6,2818206000,1,305599000,44,Single,0
1385,15665062,696,North,Male,19,1,2440427000,1,12173000,26,Married,1
1386,15664759,675,South,Male,32,10,0,2,842801000,87,Married,0
1387,15601012,802,North,Female,60,3,2043515000,1,173684000,1,Married,0
1388,15690153,639,North,Female,37,4,2554680000,2,800143000,35,Single,0
1389,15699963,571,North,Male,38,1,2670911000,1,681315000,80,Married,0
1390,15790846,634,Mid,Male,38,2,3265472000,1,246645000,65,Single,0
1391,15790324,660,North,Female,20,2,3689082000,1,254892000,1,Married,1
1392,15610727,605,North,Male,36,7,2834244000,1,838590000,15,Married,0
1393,15665064,523,North,Male,36,8,3483722000,2,683340000,21,Married,0
1394,15749519,822,North,Male,38,6,2822373000,3,40260000,75,Married,0
1395,15807045,829,Mid,Female,37,3,2276071000,1,4902000,76,Married,0
1396,15683524,660,Mid,Female,23,5,3653551000,2,398177000,91,Single,0
1397,15792722,611,North,Female,43,8,1427751000,1,505984000,63,Single,0
1398,15679961,708,South,Male,46,7,1513594000,1,174698000,90,Single,0
1399,15629299,546,Mid,Female,52,1,2333648000,1,103613000,65,Single,0
1400,15719809,516,Mid,Male,32,3,3193654000,2,490254000,5,Married,0
1401,15596339,422,North,Male,54,3,3080317000,1,379944000,12,Single,0
1402,15730657,548,North,Female,41,4,1817130000,1,244957000,64,Single,0
1403,15742323,541,North,Male,39,7,0,2,87221000,16,Married,1
1404,15578809,651,Mid,Male,40,1,2964725000,2,767510000,28,Single,0
1405,15590730,745,South,Male,34,9,0,2,220204000,31,Married,0
1406,15607065,765,North,Male,34,9,2020374000,1,608433000,42,Single,1
1407,15728564,682,North,Male,41,6,0,2,590296000,51,Married,0
1408,15573309,626,South,Female,48,2,0,2,421498000,50,Married,0
1409,15688868,684,North,Female,26,5,1916176000,1,466822000,91,Married,0
1410,15599126,529,North,Female,43,1,2723949000,1,345242000,78,Single,1
1411,15756975,777,South,Female,35,3,0,2,75934000,34,Single,0
1412,15797767,600,North,Female,49,6,0,1,651587000,54,Married,0
1413,15597239,548,South,Male,39,7,2892306000,1,725894000,50,Single,0
1414,15610900,770,North,Female,70,9,2436256000,1,99734000,20,Single,0
1415,15726589,540,Mid,Male,39,1,1815684000,1,502007000,37,Married,0
1416,15570414,618,South,Male,41,4,2535536000,1,600317000,34,Married,0
1417,15687270,491,South,Female,61,8,0,2,615391000,60,Married,0
1418,15701392,815,South,Male,28,6,0,2,816410000,58,Single,0
1419,15636700,701,North,Male,39,9,3085214000,1,645269000,20,Single,0
1420,15765846,820,South,Female,31,2,2072896000,1,455712000,70,Single,0
1421,15688172,677,South,Male,40,5,0,2,391369000,77,Single,0
1422,15793883,798,North,Male,28,3,0,2,10143000,65,Single,0
1423,15732430,850,South,Female,54,4,2660960000,1,294638000,1,Married,0
1424,15655238,668,North,Female,31,9,0,2,181684000,87,Single,1
1425,15613518,647,North,Female,35,6,2478711000,1,539371000,80,Married,0
1426,15691457,674,South,Male,36,2,0,2,804264000,98,Single,0
1427,15623082,507,North,Female,35,2,0,2,429589000,71,Single,0
1428,15627699,558,North,Male,32,10,2310005000,1,836086000,21,Married,0
1429,15773487,634,Mid,Female,31,8,1689576000,1,862496000,46,Single,1
1430,15768682,640,South,Male,39,3,0,1,466388000,29,Single,0
1431,15781802,755,North,Male,41,6,2305983000,1,554460000,61,Single,0
1432,15665759,724,North,Female,69,5,2593072000,1,274036000,12,Married,1
1433,15574167,665,North,Male,33,2,2228294000,1,703298000,4,Married,1
1434,15765048,545,North,Male,30,3,0,2,749353000,98,Single,0
1435,15650018,681,North,Female,43,8,3390207000,1,504503000,70,Single,0
1436,15719348,513,North,Male,35,8,0,1,337217000,64,Single,0
1437,15587978,455,Mid,Female,37,6,3741268000,1,239354000,10,Single,0
1438,15732199,837,South,Male,31,9,2302930000,1,224279000,84,Single,1
1439,15636634,630,Mid,Female,25,7,1752450000,1,411507000,51,Single,0
1440,15756824,613,Mid,Female,50,5,2227346000,2,54972000,29,Married,0
1441,15790067,614,South,Male,39,3,3342128000,1,248422000,8,Single,0
1442,15809265,547,North,Female,35,4,0,1,586466000,69,Married,0
1443,15669606,690,North,Male,33,5,0,2,607278000,1,Single,0
1444,15667588,670,South,Female,40,3,0,1,803661000,95,Married,0
1445,15748068,571,South,Female,31,3,0,2,856539000,32,Married,0
1446,15593331,693,Mid,Male,25,6,3224775000,1,64387000,33,Single,1
1447,15752502,615,North,Male,41,4,2868488000,1,574913000,68,Married,0
1448,15792064,545,Mid,Male,53,5,2517274000,1,794632000,91,Married,0
1449,15644788,731,North,Female,30,5,0,2,833926000,50,Single,0
1450,15791302,741,North,Male,32,8,0,2,631834000,75,Single,0
1451,15639133,773,North,Female,50,4,0,2,569241000,9,Married,0
1452,15576352,586,South,Female,57,3,0,2,26654000,61,Single,1
1453,15647800,850,North,Female,34,6,2227863000,1,147409000,42,Single,0
1454,15812888,447,North,Male,41,3,0,4,868958000,65,Married,0
1455,15665014,458,South,Male,36,5,0,2,350785000,81,Single,0
1456,15753895,590,South,Male,37,1,0,2,587558000,82,Married,0
1457,15730735,713,North,Male,38,9,1590310000,2,115002000,81,Married,0
1458,15626985,850,North,Female,39,1,2296504000,1,465902000,53,Married,1
1459,15649024,748,North,Female,39,9,2923042000,1,262400000,75,Single,0
1460,15743545,647,South,Female,29,2,0,2,787744000,96,Married,0
1461,15633612,696,North,Male,28,4,3798230000,1,512474000,83,Single,0
1462,15790678,475,North,Female,32,8,2618512000,1,443592000,89,Single,0
1463,15618213,674,North,Female,32,7,1886674000,1,420116000,58,Single,0
1464,15586629,637,North,Male,33,5,0,2,615768000,7,Single,0
1465,15671334,527,North,Male,31,4,0,1,745192000,59,Single,0
1466,15648069,850,North,Female,36,6,0,2,836858000,69,Married,0
1467,15753362,748,South,Male,60,3,0,2,344055000,56,Single,0
1468,15591698,849,Mid,Female,49,9,2924568000,1,752649000,62,Married,0
1469,15674254,554,South,Female,45,4,0,2,851013000,61,Single,0
1470,15713094,651,North,Female,25,7,0,2,557749000,32,Married,0
1471,15714883,508,North,Female,25,2,2450702000,1,212067000,26,Single,0
1472,15607746,573,North,Female,36,1,0,1,250384000,26,Married,1
1473,15781987,641,North,Male,31,9,2474890000,1,141819000,60,Single,0
1474,15663706,777,North,Female,32,2,0,1,600416000,34,Single,0
1475,15649523,581,North,Male,38,1,0,2,203175000,38,Single,0
1476,15684995,690,South,Male,49,8,2565700000,1,224450000,39,Single,0
1477,15621064,701,Mid,Male,23,5,4094226000,2,337090000,93,Single,0
1478,15617454,684,North,Female,25,1,0,2,637905000,64,Single,0
1479,15632789,794,North,Male,30,8,0,2,106101000,52,Single,0
1480,15738291,671,North,Female,48,8,2545704000,2,366128000,17,Single,0
1481,15785342,705,North,Male,25,7,0,2,494257000,67,Single,0
1482,15811177,643,North,Female,31,3,3694889000,1,629914000,18,Single,0
1483,15813022,531,South,Male,70,1,0,2,437814000,84,Married,0
1484,15570895,608,North,Male,42,10,3598058000,1,171014000,64,Single,1
1485,15618410,718,Mid,Male,26,7,3245595000,1,224838000,18,Single,0
1486,15579808,754,Mid,Female,39,8,2846841000,1,385814000,83,Married,0
1487,15719561,768,North,Male,42,5,0,3,267020000,83,Married,0
1488,15750014,755,Mid,Female,37,1,2505035000,2,516544000,98,Single,0
1489,15736413,739,North,Male,29,1,0,2,723733000,40,Single,0
1490,15742609,600,Mid,Male,28,2,2565713000,1,263583000,79,Single,0
1491,15722212,696,North,Female,41,8,0,2,124418000,96,Married,0
1492,15806546,517,South,Male,46,4,0,1,98440000,6,Married,1
1493,15597896,365,Mid,Male,30,1,2810722000,1,358767000,51,Married,0
1494,15733261,688,South,Female,35,6,0,1,112149000,96,Married,0
1495,15791550,696,North,Male,27,4,1928020000,2,862890000,23,Single,1
1496,15812534,455,North,Male,40,1,0,3,571891000,47,Married,0
1497,15632280,544,South,Female,53,9,0,1,553045000,28,Single,0
1498,15772216,738,North,Female,67,1,2874355000,1,100154000,55,Married,0
1499,15725997,660,North,Female,35,6,2216913000,1,84478000,14,Married,0
1500,15753719,547,Mid,Female,30,9,1592633000,1,339139000,14,Single,0
